en_text,file_names
" Though Salteo showed motion pictures, there were other theaters more convenient to town.",common_voice_en_38027646.mp3
 People here come from the field of primary schools in the town and neighbouring places.,common_voice_en_38330779.mp3
 The incorporated village of Westbury is in the town of North Hampstead.,common_voice_en_38050236.mp3
" Fifth Division, including One Panzer Division, were transferred from Arm Group, South Ukraine.",common_voice_en_38138188.mp3
" The Japanese release has two additional tracks, Black Light and Just Like Me.",common_voice_en_38235402.mp3
 during a six years residence in the eternal city bera won his greatest trumps,common_voice_en_38027733.mp3
 Kshetank Mountain is a wing-shaped mountain located in the Clinton Township.,common_voice_en_38039492.mp3
 Beckert's literary influence has been reflected in Greenaway's work.,common_voice_en_38178154.mp3
 Parts of the riverhead were placed under mandatory evacuation.,common_voice_en_38083457.mp3
 The airport is extremely important to the community which is not accessible by road.,common_voice_en_38083291.mp3
 He received the title of Honorary Doctor of the University of Healdersheim.,common_voice_en_38153850.mp3
" It is administered by Peter Moult of Moult and Associates of Auckland, New Zealand.",common_voice_en_38025720.mp3
 Sterile class is made up of artisans and merchants.,common_voice_en_38083442.mp3
 Finding the inverse of the Hissian in high dimensions can be an expensive operation.,common_voice_en_38059414.mp3
" Ardano's parents, Erre and Henry, were both heavily involved in the local racing circuit.",common_voice_en_38144094.mp3
" Well, we'll see if you mean what you say.",common_voice_en_38025125.mp3
 Women refrain from eating seeds of pomegranates at the festival.,common_voice_en_38272947.mp3
 The parabola has fourth holder contact with its oscillating circle there.,common_voice_en_38161404.mp3
 You want me to play it again? Yeah.,common_voice_en_38421201.mp3
 He blows the air out of the veranda of the house.,common_voice_en_38300243.mp3
" It was designed in the Italian art, architectural style.",common_voice_en_38354995.mp3
 안녕하세요.,common_voice_en_38424769.mp3
 The eating minerals may provide age information on a rock but assumptions must be made.,common_voice_en_38355724.mp3
 This is done by killing the old representative of the god.,common_voice_en_38304378.mp3
 The grave of Zeus was shown to visitors in Crete.,common_voice_en_38300120.mp3
 Thank you.,common_voice_en_38421016.mp3
 Kennedy's brother Robert and Carrington also served.,common_voice_en_38346836.mp3
 It is not hard to discern a conflict between two hostile forces or principles.,common_voice_en_38269744.mp3
 The line included a Jason Ellis signature model.,common_voice_en_38462930.mp3
 He and his siblings were raised Catholic.,common_voice_en_38398192.mp3
 Thank you.,common_voice_en_38451040.mp3
 Theoretical calculations using a quantum tunneling model support the experimental alpha decay half-lives.,common_voice_en_38127518.mp3
 The intimacy testaments of Jew rapid-loading and counter-temporary interruptions.,common_voice_en_38154522.mp3
 Meijer is een man die gebruikt wordt als een ademhoudsbankingboek.,common_voice_en_38153846.mp3
 Kjell Kronström,common_voice_en_38415013.mp3
" So too in other languages, such as French, German, Portuguese, and Spanish.",common_voice_en_38251595.mp3
 The death of Adonis is not the natural decay of vegetation.,common_voice_en_38300282.mp3
" Understanding about development, classification and localization of the disorder have greatly improved.",common_voice_en_38176542.mp3
 The landscape of southern Australia was always a source of inspiration for him.,common_voice_en_38145997.mp3
 Sebastian Vettel became the world's youngest stripper while dropping young.,common_voice_en_38084844.mp3
" They may mend articles made of seal skin, but they may not make anything new.",common_voice_en_38311210.mp3
" During his terms as Minister of Interior Affairs, he opened the Rabid University.",common_voice_en_38120074.mp3
 the party of summer came off victorious and the ceremony ended with a feast,common_voice_en_38280907.mp3
" In these books, a test list was given, the alias Spirosati.",common_voice_en_38326682.mp3
 The island is connected to the town of Mbereng with a pontoon bridge.,common_voice_en_38164350.mp3
 Dozens of Gliberphile editions honored his poems and prose sketches.,common_voice_en_38060733.mp3
" While stealing children, Lynch served as district attorney of Carmelite County.",common_voice_en_38099220.mp3
 Thank you.,common_voice_en_38439842.mp3
 ZZ pass has several related species living in temperate areas.,common_voice_en_38403274.mp3
 A Baron-Lectus is the lowest title of honour in the United Kingdom.,common_voice_en_38124603.mp3
" If you accept the nomination, I'll drop you like a hot potato, sir.",common_voice_en_38280722.mp3
" Even before being famous, Davis was paying head use.",common_voice_en_38394637.mp3
 They blacken his face and tile the goat on his back.,common_voice_en_38444711.mp3
 He married a minister's daughter with whom he had a daughter and son.,common_voice_en_38328917.mp3
" The present name is for Thomas Dana, a railroad official.",common_voice_en_38083292.mp3
" Kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo, kwa hivyo",common_voice_en_38033814.mp3
 Thank you.,common_voice_en_38449579.mp3
 We can continue to strengthen the education of good lawyers.,common_voice_en_38435317.mp3
 The park features a small museum that is open seasonally.,common_voice_en_38111525.mp3
 Peter has no formal qualifications in paleontology.,common_voice_en_38032505.mp3
 Various elements proposed are primary cost cutting measures proposed by the concessionary BomberArt.,common_voice_en_38471804.mp3
 Thank you.,common_voice_en_38421612.mp3
" This myth, it is almost needless to observe, does not really explain the custom.",common_voice_en_38265209.mp3
 Preterstern station is only used for suburban and regional train lines.,common_voice_en_38096112.mp3
 No person may cross a bridge while his superior in rank is passing underneath.,common_voice_en_38300123.mp3
 Why hair oils should be considered a vehicle of inspiration is not clear.,common_voice_en_38291809.mp3
 Bye.,common_voice_en_38390041.mp3
 One of the opponent's ball must be made in the other foot corner pocket.,common_voice_en_38047399.mp3
 The tunnel connects Bedford and Walton countries in South Central Penelope's Baniya.,common_voice_en_38032506.mp3
 The second part of the station's name was adopted from the nearby Trafod Abbey.,common_voice_en_38358823.mp3
 The dispute abruptly ended the comic strip adaptation of Thunderball.,common_voice_en_38039874.mp3
 We are now moved to the Lord.,common_voice_en_38424959.mp3
 The feeding of the serpents is represented on a Roman coin.,common_voice_en_38280871.mp3
" He was the presiding judge of the Superior Court of Orange County, California.",common_voice_en_38037480.mp3
 It opened under the leadership of Principal Vivian Tyler Samudio.,common_voice_en_38359686.mp3
 This made him the second William Russell Johnson,common_voice_en_38154737.mp3
 Film production was often commissioned and sponsored by business entities.,common_voice_en_38164620.mp3
" Reina Allah, Muhammadur Rasulullah",common_voice_en_38210247.mp3
 Thank you.,common_voice_en_38413850.mp3
 Woof!,common_voice_en_38420732.mp3
 The daughter goddess was a personification of the young corn of the present year.,common_voice_en_38312646.mp3
 The castle consists of the main castle with three separate outlying fortifications.,common_voice_en_38122312.mp3
 Merritt was married to Benjamin Hines and they had four children.,common_voice_en_38133234.mp3
 Okakura was a high-profile ebonite who had an international sense of self.,common_voice_en_38111849.mp3
 Cynthia and Sidney Tweed both withdrew from the race before balloting.,common_voice_en_38352510.mp3
 He ultimately entered into a restrained operation with Cindy.,common_voice_en_38099785.mp3
 Thank you.,common_voice_en_38419358.mp3
 Attached to the figure is an orange with feathers stuck into it.,common_voice_en_38300296.mp3
" Collaborators included Red Saunders, Joe Williams, Oscar Brown Jr. and little brother, Maud Gomery.",common_voice_en_38354439.mp3
 Congress cards come in an assortment of bag designs.,common_voice_en_38398622.mp3
 People attribute cholera to a goddess who visits the affected family.,common_voice_en_38278462.mp3
 Thank you.,common_voice_en_38419206.mp3
 It is affiliated modularly by Singtao Chinese Radio in Cantonese.,common_voice_en_38153663.mp3
 Cladis take relationship among geckoni lizards.,common_voice_en_38153703.mp3
" Hoju started playing with Lord Scott, Sidney Pichard, Lucky Roberts and Sheik Webb.",common_voice_en_38361696.mp3
 A behavior called rep-irrhenation is central to this mechanism.,common_voice_en_38156040.mp3
 The first six verses addresses the legal status of Zihar as petitioned by Kauula.,common_voice_en_38083443.mp3
 The town was named for German Prince Karl Wilhelm Ferdinand of Brunswick-Lonenburg.,common_voice_en_38430247.mp3
 I think we all vote for a tie.,common_voice_en_38419749.mp3
" Hex Honolulu entered the Nuclear Powered Ships and Submarine Recycling Program in Bremerton, Washington.",common_voice_en_38033380.mp3
 The church and schoolhouse have since been preserved as museums.,common_voice_en_38029253.mp3
" Intentional relationships are means, ends, decompositions, contributions, colorations and independency.",common_voice_en_38026404.mp3
 Epilepsy can be cured by striking the patient in the face.,common_voice_en_38281206.mp3
" During those hard times, Torgler managed to keep himself in a well-paid position.",common_voice_en_38382281.mp3
" The resulting by-elections were often formalities, as many ministers were unopposed following their appointments.",common_voice_en_38089594.mp3
" Lie bulbs, jokes, applied to subgroups can be used to ease tension between them.",common_voice_en_38165305.mp3
 Distrăgă-te în flori.,common_voice_en_38316580.mp3
" In addition, he recorded with longtime friend Tom Peterson's chip trick persist.",common_voice_en_38059400.mp3
" He had great success playing in Europe, most notably for Olympia and Aries.",common_voice_en_38116075.mp3
 This gonna works as a deterministic affinity automaton.,common_voice_en_38328268.mp3
 Go to the transcripts and you can see the equipment on both pages.,common_voice_en_38302047.mp3
 Thank you.,common_voice_en_38448908.mp3
 Metro Parkway is an expressway between the Shoheil Road and its east door terminus.,common_voice_en_38133154.mp3
 Hi.,common_voice_en_38424386.mp3
 Thanks for watching!,common_voice_en_38473793.mp3
 His right to the throne terminated and passed to his daughter's husband.,common_voice_en_38278517.mp3
" This snowman dance was performed in Concord, Erie towns.",common_voice_en_38116470.mp3
 Edwin H. Lanz Essays,common_voice_en_38390294.mp3
" An idiot admires complexity, a genius admires simplicity.",common_voice_en_38316390.mp3
 Strings were formed by the Necheville string machine.,common_voice_en_38029124.mp3
 It was produced by Adrian Beliu.,common_voice_en_38034413.mp3
 sylvan headland changed to carella almost exactly after the estate opened,common_voice_en_38251754.mp3
 The first captured men were held at Pochazet village.,common_voice_en_38400435.mp3
 This international event welcomes musical lovers from all over the world to Beipu.,common_voice_en_38099746.mp3
" The site, like many in the capital Rome, is challenged for external perspectives.",common_voice_en_38056487.mp3
 People believe that their origin is from Chota Nagpur Plateau.,common_voice_en_38233271.mp3
" Then, the casualty is flattened against the chests, and the first responders stand up.",common_voice_en_38057410.mp3
 It is one of the most popular feasts of the year.,common_voice_en_38255109.mp3
 Insider information may be thought of as more accurate and valuable than expert opinion.,common_voice_en_38031569.mp3
" This story was adapted to a film by Jeremy Peter Allen, Menace of Dying.",common_voice_en_38099180.mp3
 La ilaha illallah Muhammadurrasulullah,common_voice_en_38210245.mp3
 The Grizzly Bear Dance was featured on Broadway in vaudeville at the Cabaret Performances.,common_voice_en_38070332.mp3
 Over the following two weeks she has suffered from complications of the heart and kidneys.,common_voice_en_38161363.mp3
 The Bluegrass Band through Greenbrier Boys provided backup on,common_voice_en_38154654.mp3
" He was raised in Cleveland, but later moved to Shekai's Oahu.",common_voice_en_38081647.mp3
 Siri Dwenne cheesed him.,common_voice_en_38111647.mp3
 The contraption quickly lifted off its stand and collided with the civil.,common_voice_en_38328308.mp3
" As the market became increasingly competitive, the need for regulation decreased.",common_voice_en_38471344.mp3
 Fletcher also rented out the building as a hall for local social events.,common_voice_en_38222626.mp3
" Unlike its near neighbors, the village is not mentioned in their Domesday Book.",common_voice_en_38084529.mp3
 Thank you.,common_voice_en_38415359.mp3
 The Magali Air is heard in the Pulsang et Edus.,common_voice_en_38060732.mp3
 Why put a man-god or human representative of deity to a violent death?,common_voice_en_38311199.mp3
 No way.,common_voice_en_38390055.mp3
 is the main base in Orlando Sanford International Airport.,common_voice_en_38400796.mp3
 they will be more likely to give them masculine than feminine freshness.,common_voice_en_38284633.mp3
 Reusing current materials uses even less energy than recycling.,common_voice_en_38062657.mp3
ご視聴ありがとうございました,common_voice_en_38029092.mp3
 The film won the Audience Award at the Carle V. Barry International Film Festival.,common_voice_en_38132075.mp3
" The participating countries were Chile, Ecuador, Paraguay, Peru, and Uruguay.",common_voice_en_38083330.mp3
" During the battle, Murad's base was seriously injured.",common_voice_en_38116115.mp3
 Free was known as the prince of Nala's own world.,common_voice_en_38033802.mp3
 City will be the first team to professional to play in Brazil.,common_voice_en_38079100.mp3
" Naval Observatory, Washington.",common_voice_en_38028945.mp3
 No merit awards or athletic scholarships are offered by Pomona.,common_voice_en_38114662.mp3
" During his administration, Anne was the assistant of Ramon Srosa, Soto launched Liberal Reform.",common_voice_en_38033803.mp3
 Thank you.,common_voice_en_38448920.mp3
" They are normally sold as a sodium salt, therefore they are in solution and ionic.",common_voice_en_38324446.mp3
 Fuzz Connor to put the negotiation down to a two-way handshake.,common_voice_en_38321714.mp3
 Centralizers are subgroups. This again shows that the center is a subgroup.,common_voice_en_38365591.mp3
 Alan Brown John was born in London and educated at Merton College.,common_voice_en_38154736.mp3
 Your assignment is due on Monday morning. Don't be late.,common_voice_en_38265426.mp3
" However, the temporal gauge is often employed setting the electric potential to zero.",common_voice_en_38357324.mp3
 He is currently pursuing a degree in agricultural business at the Los Angeles University.,common_voice_en_38347080.mp3
 He is a Board of Governors Professor of Mathematics at Rutgers University.,common_voice_en_38131838.mp3
 They later joined the Swindon and District,common_voice_en_38154695.mp3
 But Will too despite the same thoughts that he and she were feeling love.,common_voice_en_38081531.mp3
" According to Snorri Stolosin's prose editor, she was a dust lover.",common_voice_en_38355650.mp3
" Tom Hanks is the narrator, co-writer, and co-producer.",common_voice_en_38084715.mp3
 The Promenade deck was also converted from the red seed.,common_voice_en_38056486.mp3
 The engineers company ranks 94th in the order of presidents for livery companies.,common_voice_en_38062904.mp3
 Many remain in service and in museums.,common_voice_en_38025708.mp3
 Cooking spray has other culinary uses besides being applied to cookware.,common_voice_en_38081269.mp3
 This cylindrical leather case can hold up to 10 sheets of parchment.,common_voice_en_38308186.mp3
" Participants ran between Newcastle, Apontine and South Street.",common_voice_en_38337229.mp3
 Some people tie strings around the wrists of women in childbed.,common_voice_en_38267352.mp3
 The king was bound to vacate the throne on the death of his wife.,common_voice_en_38304345.mp3
" Mos psilophthalmolum is not pure rhamnoid chyte, so it is incorrect to consider them synonyms.",common_voice_en_38153501.mp3
 The Lacy who founded Pontefract Castle was a knight from Normandy.,common_voice_en_38081136.mp3
 you,common_voice_en_38420888.mp3
 Oh,common_voice_en_38433799.mp3
 Dagon also appeared in the season 5 finale of Duck Dynasty.,common_voice_en_38182614.mp3
" How has your day been, Jeremiah?",common_voice_en_38265157.mp3
 The spirits of the rice are propitiated with offerings of food and water.,common_voice_en_38318380.mp3
 Wallowa County is part of the eight-county definition of Eastern Oregon.,common_voice_en_38235371.mp3
" This extensive reading inspired his first original composition, A Piano Waltz.",common_voice_en_38041702.mp3
 His children referred to the back half of their yard as the boneyard.,common_voice_en_38057573.mp3
 All representatives and senators mentioned represented Rhode Island except where noted.,common_voice_en_38100211.mp3
" Her victim is poisoned, shrivels up and dies within a week.",common_voice_en_38278463.mp3
 Cavanails was born in Valencia.,common_voice_en_38035241.mp3
" He was promoted mid-season to the AAA, Paul Tuckett reps off.",common_voice_en_38155945.mp3
" However, he won no individual medals.",common_voice_en_38401649.mp3
" Despite his many political defeats, Cargo continued to practice loving Alvin Carcat.",common_voice_en_38147827.mp3
 The three were accompanied by the Vienna Philharmonic Orchestra.,common_voice_en_38116504.mp3
 The novel is made up of four parts.,common_voice_en_38343386.mp3
" Like a marble rolling along a crack, trajectories are confined to the sliding mode.",common_voice_en_38127486.mp3
 Mark Schultzer has known five Harvey Awards for his work on Xenozoic tales.,common_voice_en_38359874.mp3
 Both are situated in present-day Dagestan.,common_voice_en_38145639.mp3
 An interval may overlap the center point of several nodes in the tree.,common_voice_en_38039487.mp3
 Not all students within Pair Review or Digital Juniors High Districts are within the High School District.,common_voice_en_38382243.mp3
" As a general rule, iron might not be brought into Greek sanctuaries.",common_voice_en_38273735.mp3
 Not yet.,common_voice_en_38420651.mp3
 كما كرد سمكه من أسفل المنزل ومتحول إلى مفتاح,common_voice_en_38313956.mp3
" Ventria's corporate headquarters is in Fort Collins, Colorado with additional facilities in Kansas.",common_voice_en_38028760.mp3
 Thank you.,common_voice_en_38449182.mp3
 Expressing this precisely requires working with the mathematics of the Friedman-Robertson-Walker metric.,common_voice_en_38159944.mp3
" Meanwhile, Fujifoto developed digital technologies for its photo-related medical and printing businesses.",common_voice_en_38031636.mp3
 He was forbidden to touch himself with his own hands.,common_voice_en_38273654.mp3
 Italy was the first nation to use frogmen and human torpedoes.,common_voice_en_38077714.mp3
 A great chain of massy gold was placed on an elephant.,common_voice_en_38281213.mp3
 His worship was transported from his native Syrian home by soldiers and slaves.,common_voice_en_38308144.mp3
 Renaissance and Mannerist sculptures are generally held at the Bargello National Museum.,common_voice_en_38318751.mp3
" Prior to this, they played at the Portage Centennial Arena.",common_voice_en_38396395.mp3
 A modified form of it was secretly observed.,common_voice_en_38254968.mp3
 The tumulus is built in three tiers.,common_voice_en_38413111.mp3
 Miles Warren was a professor of biology at Empire State University.,common_voice_en_38126981.mp3
 Manuel was leading at the strike.,common_voice_en_38164385.mp3
 The series with a second ongoing title for the character Jason Todd,common_voice_en_38044256.mp3
" Typically, there is also a corrector and fitness evaluation which includes a background check.",common_voice_en_38058668.mp3
 This was some of the fully-fitted wood flap facilities.,common_voice_en_38343025.mp3
 Jolt and Jolt renamed Frontier Contact Lens to Stockholm.,common_voice_en_38471743.mp3
 He graduated from Brainerd High School.,common_voice_en_38214750.mp3
 The first bebop band Tulloch played with was Boyd. Rare bands should leave the big band.,common_voice_en_38028818.mp3
 The married women had to swear that they had been true to their husband.,common_voice_en_38318802.mp3
 Brake vans are traditionally used either in front of or behind trains.,common_voice_en_38158913.mp3
 The Kabul Eagles are the defending champions.,common_voice_en_38081491.mp3
 Sublet is home to a private camping resort known as Woodhaven Lakes.,common_voice_en_38035725.mp3
 Thank you.,common_voice_en_38421639.mp3
 The village of Burlington is in the southeastern part of the township.,common_voice_en_38146091.mp3
" The first industrialized country was the United Kingdom, followed by Belgium.",common_voice_en_38031409.mp3
 Thaonia is connected to Athens by bus services.,common_voice_en_38029247.mp3
 Two strong-voiced men are chosen and placed on opposite sides of a valley.,common_voice_en_38275556.mp3
 The blue and gold Chicago Card Pass was an account-based card.,common_voice_en_38125045.mp3
" When I turned down my spot, the investors all pulled out.",common_voice_en_38273640.mp3
" The program concluded with him performing, May the good Lord bless and keep you.",common_voice_en_38054293.mp3
 It is the center for the Habley Division.,common_voice_en_38400379.mp3
 Much of his writing focuses on the history of Angola.,common_voice_en_38399500.mp3
" The prisoners are not released, but merely removed from the city.",common_voice_en_38267152.mp3
 The lawyer is searching for the principles which underlined and underlay the court's decision.,common_voice_en_38405029.mp3
" As an inhabited locality, Aldan is classified as a Terran and Nordic district jurisdiction.",common_voice_en_38362969.mp3
" Once when I was like, eat all this water fish.",common_voice_en_38462892.mp3
" Once these goals are achieved, texts like this one will not be needed.",common_voice_en_38291029.mp3
 It is also close to a large marshy area called Dacher Mousse.,common_voice_en_38226331.mp3
 Some exclusivist faiths incorporate a specific element of proselytization.,common_voice_en_38220218.mp3
 It is also found around a mood.,common_voice_en_38328294.mp3
 Its exterior and interior were shown in episode of A.,common_voice_en_38319248.mp3
" Hello, Phil Davison 7.",common_voice_en_38092015.mp3
 The valley of the Fraser contains the towns of Fraser and Winter Park.,common_voice_en_38358377.mp3
" In the marks lineup, their tuxen fits below the Santa Fe and Veracruz.",common_voice_en_38195426.mp3
